frame_number,object,x1,y1,x2,y2,confidence
34,car,0,318,141,575,0.927977979183197
34,car,1082,284,1279,390,0.8018038868904114
35,car,595,293,966,470,0.9354689121246338
35,car,0,318,122,577,0.9000459909439087
35,car,1066,284,1279,396,0.8159361481666565
36,car,580,292,951,470,0.9317182898521423
36,car,0,318,103,581,0.8652516007423401
36,car,1049,285,1279,400,0.8455261588096619
37,car,565,293,935,470,0.9330812096595764
37,car,1033,284,1279,399,0.8552427887916565
37,car,0,320,83,583,0.8280647993087769
38,car,551,293,920,471,0.931723415851593
38,car,1018,283,1279,399,0.8849602341651917
38,car,0,324,63,580,0.7366709113121033
39,car,533,293,902,471,0.9376286268234253
39,car,1000,283,1279,398,0.885690450668335
39,car,0,344,39,513,0.7894961833953857
40,car,518,293,886,471,0.9343368411064148
40,car,984,282,1279,399,0.8931313753128052
41,car,963,282,1280,398,0.8661277294158936
41,car,502,294,868,471,0.773630678653717
42,car,482,294,851,471,0.9383929371833801
42,car,945,283,1280,397,0.9050115346908569
43,car,461,294,832,472,0.9345174431800842
43,car,928,283,1272,397,0.904149055480957
43,car,1208,284,1279,359,0.535125195980072
44,car,442,294,815,473,0.930429995059967
44,car,910,284,1250,396,0.8488962054252625
44,car,1185,280,1279,364,0.6181241869926453
45,car,426,295,798,474,0.9339001774787903
45,car,893,285,1227,397,0.9071118831634521
45,car,1170,281,1279,368,0.7849465608596802
46,car,406,294,777,475,0.9337975978851318
46,car,874,285,1205,396,0.9163165092468262
46,car,1150,280,1279,371,0.848879337310791
47,car,386,294,760,477,0.9342208504676819
47,car,856,285,1184,396,0.9088283181190491
47,car,1126,279,1279,371,0.8485265970230103
48,car,365,295,741,477,0.9314079880714417
48,car,833,286,1161,397,0.8970500826835632
48,car,1108,279,1279,371,0.8712112903594971
49,car,344,296,722,479,0.9348435997962952
49,car,815,287,1137,397,0.9085363745689392
49,car,1083,280,1278,372,0.8775485157966614
49,car,1210,268,1279,324,0.2865966856479645
50,car,321,296,702,481,0.9373440742492676
50,car,795,287,1116,396,0.9145011901855469
50,car,1060,280,1256,372,0.8818284273147583
50,car,1250,269,1279,367,0.2700161933898926
51,car,300,296,682,482,0.9361436367034912
51,car,775,289,1093,397,0.9105836749076843
51,car,1040,282,1225,372,0.8695530891418457
51,person,1227,260,1277,367,0.3998943567276001
51,car,1163,269,1276,368,0.30289211869239807
52,car,276,297,663,485,0.9359716176986694
52,car,757,289,1069,398,0.8880563974380493
52,car,1018,282,1201,372,0.8861548900604248
52,person,1235,254,1277,367,0.739366888999939
52,person,1201,257,1243,371,0.6009546518325806
53,car,251,298,642,487,0.9393226504325867
53,car,740,290,1047,398,0.9220465421676636
53,car,996,283,1175,372,0.8579681515693665
53,person,1175,259,1217,370,0.6449916362762451
53,person,1211,255,1253,368,0.5758905410766602
53,person,1260,255,1279,355,0.45706453919410706
54,car,226,299,621,489,0.9441735148429871
54,car,715,291,1025,399,0.9224674105644226
54,car,970,284,1151,373,0.8970889449119568
54,person,1235,256,1271,354,0.8213887214660645
54,person,1152,259,1192,371,0.6650303602218628
54,person,1187,255,1226,369,0.5962699055671692
55,car,201,300,600,492,0.9391908049583435
55,car,949,285,1124,372,0.8840816020965576
55,car,694,291,1001,399,0.879100501537323
55,person,1210,254,1245,355,0.8294586539268494
55,person,1126,260,1167,371,0.6332273483276367
55,person,1160,255,1199,368,0.5731991529464722
55,car,1238,274,1279,333,0.5382232069969177
56,car,176,300,578,493,0.9449918866157532
56,car,673,292,978,399,0.8826536536216736
56,car,927,286,1101,373,0.8802175521850586
56,person,1183,259,1220,354,0.7883533835411072
56,person,1137,255,1176,368,0.7396359443664551
56,person,1101,258,1141,371,0.6782727837562561
56,car,1211,264,1279,338,0.6672616004943848
57,car,149,300,557,496,0.9458335041999817
57,car,905,287,1076,373,0.8806242942810059
57,car,653,292,957,399,0.8553751707077026
57,person,1158,257,1192,355,0.8257105350494385
57,car,1188,277,1279,338,0.8030194044113159
57,person,1111,258,1149,368,0.5314109921455383
57,person,1078,263,1118,371,0.4796154201030731
57,car,1219,258,1279,285,0.38028818368911743
58,car,121,301,536,498,0.940869927406311
58,car,885,287,1055,373,0.8856487274169922
58,car,636,292,933,400,0.8339577317237854
58,car,1160,277,1271,339,0.74665766954422
58,person,1089,256,1126,369,0.7376012802124023
58,person,1056,264,1094,371,0.5949394702911377
58,person,1133,257,1167,355,0.4636855721473694
58,car,1196,258,1279,324,0.2553820312023163
59,car,94,301,513,499,0.9452595710754395
59,car,862,288,1030,373,0.8651257753372192
59,person,1108,262,1142,355,0.8070224523544312
59,car,1137,278,1241,340,0.8040819764137268
59,person,1062,257,1102,368,0.7331491708755493
59,car,608,293,911,400,0.7290275692939758
59,person,1031,268,1067,371,0.710953950881958
59,car,1168,257,1279,328,0.2770019769668579
60,car,68,302,496,502,0.9459016919136047
60,car,844,290,1010,373,0.887995719909668
60,person,1087,264,1120,354,0.7731977105140686
60,car,1115,278,1224,339,0.7594837546348572
60,person,1042,258,1080,367,0.677681028842926
60,person,1012,271,1048,371,0.5431588888168335
60,car,599,293,893,401,0.41496139764785767
61,car,44,302,475,503,0.9436028003692627
61,car,824,289,990,373,0.8956134915351868
61,person,1066,266,1099,357,0.7814645767211914
61,car,1096,279,1205,340,0.7475888729095459
61,person,995,265,1028,371,0.590226411819458
61,person,1023,260,1059,367,0.5709994435310364
61,car,580,294,872,401,0.5297548770904541
62,car,18,302,454,507,0.9398593902587891
62,car,805,289,969,374,0.8642474412918091
62,car,1075,280,1182,340,0.830939769744873
62,person,1046,266,1078,355,0.7852221131324768
62,person,971,271,1006,371,0.6025702357292175
62,person,999,259,1040,368,0.5834184885025024
62,car,1240,261,1279,311,0.4398147165775299
62,car,558,295,855,402,0.4225471019744873
63,car,0,303,436,508,0.9497271180152893
63,car,790,290,950,374,0.8974379897117615
63,person,1027,267,1057,354,0.8115204572677612
63,person,985,263,1020,370,0.7715542912483215
63,car,1052,280,1160,340,0.7401840686798096
63,car,1221,261,1279,311,0.6379451751708984
63,car,541,295,836,403,0.576501190662384
63,person,955,269,990,371,0.5745329260826111
63,person,955,268,989,371,0.384931355714798
64,car,0,303,416,511,0.9440932273864746
64,car,774,290,933,374,0.8830995559692383
64,person,1008,267,1039,354,0.8107605576515198
64,car,1035,280,1142,341,0.7186427712440491
64,car,1201,260,1278,310,0.6856147050857544
64,person,964,259,1002,367,0.6670974493026733
64,person,937,269,971,371,0.6665534973144531
64,car,523,296,821,404,0.31531405448913574
65,car,0,303,397,514,0.9436022639274597
65,car,757,291,917,374,0.8905064463615417
65,car,1019,281,1125,340,0.7755166292190552
65,car,510,296,805,405,0.5921768546104431
65,person,945,261,984,367,0.5905439853668213
65,car,1180,261,1268,308,0.5541830062866211
65,person,918,270,954,372,0.5305874943733215
65,person,989,267,1022,355,0.5172999501228333
66,car,0,304,379,517,0.9442010521888733
66,car,744,291,901,375,0.8857213258743286
66,person,973,267,1004,356,0.7526655197143555
66,car,1002,281,1108,341,0.7402805685997009
66,person,903,267,937,372,0.7049155235290527
66,person,929,261,967,367,0.601787805557251
66,car,1162,263,1246,309,0.5843139290809631
66,car,489,296,787,404,0.47384151816368103
66,person,973,269,1004,351,0.4274367094039917
67,car,0,304,362,519,0.9438220262527466
67,car,727,292,885,375,0.8878087997436523
67,car,985,281,1090,342,0.782357394695282
67,person,957,266,988,356,0.7420907616615295
67,person,957,269,988,351,0.6424511671066284
67,person,913,261,949,368,0.6179956793785095
67,car,1144,263,1224,309,0.5638071298599243
67,person,887,270,921,373,0.5410221815109253
67,car,478,297,772,405,0.42647984623908997
67,car,1235,266,1279,301,0.40853387117385864
68,car,0,305,344,523,0.9448901414871216
68,car,711,293,867,373,0.8590278625488281
68,person,941,270,972,357,0.7959033250808716
68,car,969,282,1072,342,0.7468547821044922
68,person,871,271,905,373,0.6078580021858215
68,person,899,263,935,367,0.5867646336555481
68,car,460,298,756,406,0.48405778408050537
68,car,1127,264,1205,312,0.43809178471565247
68,car,1215,269,1265,300,0.3938584327697754
69,car,0,306,327,526,0.9452661871910095
69,car,696,294,854,373,0.831775426864624
69,person,887,267,921,369,0.7242335677146912
69,car,953,283,1059,342,0.7163803577423096
69,person,926,268,957,357,0.7148798108100891
69,person,858,271,892,374,0.6056113243103027
69,car,1111,264,1190,309,0.38691410422325134
69,car,447,298,740,407,0.2962437868118286
69,car,803,282,866,331,0.25390124320983887
70,car,0,307,311,528,0.9408036470413208
70,person,913,270,943,357,0.8411140441894531
70,car,681,295,840,376,0.7951599955558777
70,person,874,267,908,372,0.7317960858345032
70,car,940,284,1043,342,0.7202640771865845
70,person,844,270,876,374,0.7063676714897156
70,car,1095,264,1174,309,0.36173468828201294
70,car,1188,271,1237,301,0.3342355191707611
70,car,428,300,728,408,0.29355984926223755
71,car,0,308,295,532,0.9384592771530151
71,car,672,295,818,377,0.8209298849105835
71,person,899,273,929,357,0.8157824873924255
71,car,923,285,1029,342,0.7165282368659973
71,car,416,300,713,409,0.6996492147445679
71,person,828,272,863,375,0.6613138914108276
71,person,857,268,896,372,0.6553523540496826
71,car,1081,265,1159,311,0.46156978607177734
71,person,863,275,900,371,0.3537122309207916
71,car,1168,271,1219,302,0.25884124636650085
72,car,0,310,279,535,0.936421275138855
72,person,886,271,917,358,0.7952675819396973
72,car,910,285,1013,343,0.7528588771820068
72,car,656,296,810,375,0.7440807223320007
72,person,847,270,884,372,0.5473318099975586
72,car,1067,266,1145,311,0.36714839935302734
72,car,401,301,704,409,0.34230688214302063
72,person,817,270,852,375,0.33642375469207764
72,car,1151,272,1204,302,0.2945489287376404
73,car,0,311,262,539,0.9355264902114868
73,car,901,286,998,344,0.8172540664672852
73,person,874,271,904,358,0.8064050078392029
73,car,645,297,798,378,0.7531579732894897
73,car,387,301,689,409,0.7487786412239075
73,person,834,269,870,372,0.7128174304962158
73,person,804,272,840,376,0.6643487811088562
73,car,1053,267,1134,311,0.37183716893196106
73,car,751,284,812,337,0.26766863465309143
73,car,1134,272,1191,302,0.26177650690078735
74,car,0,312,248,535,0.9294967651367188
74,person,861,272,892,359,0.8154318928718567
74,car,377,303,674,410,0.7684725522994995
74,car,889,286,987,344,0.7656998038291931
74,person,821,269,859,373,0.7239954471588135
74,car,1041,268,1119,313,0.5164283514022827
74,person,794,273,829,376,0.4524153769016266
74,car,1125,271,1183,302,0.4039969742298126
74,car,624,297,786,377,0.364860862493515
74,car,624,297,786,377,0.3283318281173706
74,car,739,284,802,337,0.2508244216442108
75,car,0,314,233,519,0.8848255276679993
75,person,850,275,880,359,0.8419596552848816
75,car,876,287,976,344,0.8016988635063171
75,car,624,297,776,379,0.7386528253555298
75,car,364,303,674,411,0.7020152807235718
75,person,780,270,814,375,0.6710289716720581
75,person,810,270,848,374,0.5500973463058472
75,car,1028,267,1103,313,0.4162501096725464
75,person,815,282,850,373,0.3846985101699829
76,car,0,316,218,514,0.9074800610542297
76,car,863,288,962,346,0.8091638684272766
76,car,351,304,656,412,0.7747041583061218
76,person,838,276,868,360,0.7662396430969238
76,person,767,271,801,373,0.7136905193328857
76,person,803,273,836,374,0.6614921689033508
76,car,612,299,755,381,0.6546826958656311
76,car,1016,269,1091,315,0.48883897066116333
76,car,1100,275,1151,303,0.3359530568122864
77,car,0,318,202,514,0.9143766760826111
77,car,340,304,644,413,0.8450464606285095
77,car,853,289,950,346,0.803687334060669
77,person,826,276,856,361,0.7894831895828247
77,car,601,298,748,382,0.7593762874603271
77,person,756,275,791,377,0.713914155960083
77,person,788,272,820,375,0.6753911972045898
77,car,1089,275,1138,304,0.3904051184654236
77,car,1003,270,1069,314,0.3113071322441101
77,car,705,300,751,380,0.27628007531166077
78,car,0,320,187,518,0.9137570858001709
78,car,843,289,939,346,0.7955259084701538
78,person,814,277,844,361,0.7428932189941406
78,person,744,272,780,380,0.7229276299476624
78,car,580,299,716,382,0.7153677344322205
78,car,323,306,629,414,0.7053592801094055
78,car,990,270,1067,315,0.5692982077598572
78,person,772,270,811,374,0.5652549266815186
78,car,695,300,739,382,0.4961004853248596
78,car,1069,275,1123,305,0.2901352047920227
79,car,0,321,171,520,0.8062083721160889
79,person,803,278,833,362,0.7558666467666626
79,car,313,305,620,417,0.7290835380554199
79,car,580,300,726,384,0.7214776277542114
79,car,827,290,929,347,0.6921294331550598
79,person,731,277,766,370,0.6907971501350403
79,person,769,281,805,371,0.5492972731590271
79,person,763,277,799,371,0.4740305542945862
79,car,979,271,1053,314,0.3684392273426056
80,car,0,323,156,520,0.9195152521133423
80,car,817,291,917,348,0.7630889415740967
80,person,721,276,754,380,0.7422418594360352
80,car,965,273,1041,318,0.6867874264717102
80,person,792,279,821,359,0.6465088725090027
80,person,754,274,787,377,0.5943257212638855
80,car,566,301,707,384,0.5416675209999084
80,car,300,306,610,419,0.5318360328674316
80,car,673,302,718,382,0.4516175091266632
80,car,1247,272,1279,309,0.32100486755371094
81,car,0,327,139,521,0.916660726070404
81,person,779,277,810,364,0.8159312009811401
81,person,712,277,743,379,0.7989341616630554
81,car,285,308,597,420,0.7767627835273743
81,car,806,292,905,349,0.7739330530166626
81,car,555,303,696,385,0.6669502258300781
81,car,954,273,1022,318,0.5914905071258545
81,person,750,275,781,377,0.5568779706954956
81,car,660,302,708,383,0.4010367691516876
82,car,0,333,124,523,0.891685962677002
82,person,699,277,734,381,0.7727000117301941
82,car,794,292,893,348,0.771727442741394
82,car,547,302,689,384,0.7325937151908875
82,car,942,273,1014,317,0.7252196073532104
82,person,729,284,765,374,0.7188999652862549
82,car,1217,271,1278,310,0.6101216077804565
82,person,768,280,799,357,0.5295159220695496
82,car,270,307,587,422,0.5142456889152527
83,car,0,341,107,525,0.8987639546394348
83,car,781,293,881,349,0.8061119318008423
83,car,929,274,1003,319,0.7711320519447327
83,person,687,276,720,383,0.7620285153388977
83,person,755,282,787,366,0.7265806198120117
83,car,527,303,688,386,0.7227824330329895
83,car,256,310,573,421,0.6745437383651733
83,car,1205,274,1265,310,0.6165131330490112
83,person,725,283,760,374,0.5472979545593262
83,car,1260,276,1279,323,0.2618297338485718
84,car,0,351,91,524,0.8981042504310608
84,car,241,310,561,422,0.8291108012199402
84,car,772,293,869,349,0.8087712526321411
84,person,676,279,710,383,0.7304404973983765
84,person,745,280,774,364,0.7164528369903564
84,car,519,303,655,386,0.6765021681785583
84,car,917,274,990,319,0.6729561686515808
84,car,1190,274,1247,310,0.6436285376548767
84,person,712,276,742,377,0.5683064460754395
84,car,629,304,678,381,0.29579201340675354
85,car,0,359,74,526,0.8773833513259888
85,car,760,294,857,349,0.8195681571960449
85,car,226,309,551,422,0.7985315322875977
85,person,665,278,697,382,0.7117167115211487
85,car,905,275,977,320,0.7057930827140808
85,person,733,280,764,366,0.6793568730354309
85,car,1176,274,1234,311,0.6067667007446289
85,car,509,303,654,386,0.5684286952018738
85,person,698,278,732,380,0.3370094895362854
85,person,703,292,739,380,0.27600008249282837
85,car,1270,318,1279,368,0.26109346747398376
86,car,0,368,56,525,0.8558818101882935
86,car,211,309,537,423,0.8545897603034973
86,person,721,282,751,366,0.7813904881477356
86,car,749,293,845,350,0.7793800830841064
86,person,652,283,685,383,0.7513508200645447
86,car,894,275,965,318,0.7168993353843689
86,car,1162,275,1219,311,0.6957973837852478
86,car,501,304,640,387,0.6729323863983154
86,car,1259,306,1279,368,0.6092995405197144
86,person,692,281,722,378,0.5880095362663269
86,car,970,277,1026,308,0.3449274003505707
87,car,0,377,38,512,0.8217145800590515
87,car,882,276,951,319,0.7859330773353577
87,car,1148,275,1205,312,0.7549610733985901
87,car,200,309,526,424,0.7248324751853943
87,car,735,294,834,348,0.6891917586326599
87,person,711,282,740,366,0.6756380200386047
87,person,640,277,674,385,0.6426646709442139
87,person,681,280,712,379,0.5765198469161987
87,car,484,304,611,386,0.5144109725952148
87,car,591,305,639,385,0.4455910623073578
87,car,1243,294,1279,370,0.42264336347579956
87,car,957,277,1012,308,0.2546985149383545
88,car,726,294,824,350,0.7951362729072571
88,car,184,309,514,424,0.7908617258071899
88,car,1135,276,1192,312,0.725504994392395
88,person,697,283,727,369,0.683557391166687
88,person,625,285,660,384,0.6409136056900024
88,car,0,383,20,499,0.6057588458061218
88,car,869,276,942,321,0.5973425507545471
88,car,462,304,605,387,0.5613330602645874
88,person,669,276,696,380,0.41895297169685364
88,car,0,382,22,499,0.4124397933483124
88,car,1229,279,1279,372,0.3600727319717407
89,car,714,295,810,350,0.7871388792991638
89,car,1121,277,1177,313,0.7439265847206116
89,car,169,310,496,425,0.7427666783332825
89,car,1214,276,1279,383,0.6965456008911133
89,person,686,283,716,365,0.6559996008872986
89,car,858,276,930,321,0.6252780556678772
89,person,617,283,651,382,0.6113250851631165
89,person,658,289,689,379,0.545900285243988
89,car,445,305,586,386,0.39236918091773987
89,car,567,306,613,381,0.2618439197540283
89,car,570,306,620,383,0.2599125802516937
89,person,651,285,681,381,0.25013527274131775
90,car,155,310,488,425,0.8303531408309937
90,car,1199,276,1279,383,0.8077268004417419
90,person,675,284,705,368,0.7620229125022888
90,person,648,282,679,385,0.7390857338905334
90,car,847,277,916,319,0.7336317896842957
90,car,1113,278,1164,313,0.6841934323310852
90,car,702,294,794,351,0.6317513585090637
90,person,608,278,640,387,0.5716531872749329
90,car,557,307,606,385,0.3771723210811615
90,person,608,282,637,386,0.3382420539855957
90,car,471,305,589,390,0.2654440701007843
90,person,631,295,654,376,0.2624661326408386
91,car,140,310,479,427,0.8592731952667236
91,car,1186,273,1279,383,0.7846316695213318
91,person,595,284,627,387,0.7034790515899658
91,car,1096,278,1151,314,0.6704776883125305
91,car,835,278,906,321,0.6530167460441589
91,person,665,286,692,352,0.5235812664031982
91,car,438,306,563,388,0.5098047256469727
91,car,543,307,593,377,0.3382003903388977
91,person,638,286,664,381,0.33293119072914124
91,car,989,274,1029,303,0.28767046332359314
91,car,910,276,967,310,0.28006839752197266
91,car,690,296,782,352,0.2761302590370178
92,car,126,311,466,429,0.892426073551178
92,car,1173,273,1279,384,0.7889228463172913
92,person,585,282,616,387,0.7504124641418457
92,car,1084,279,1137,314,0.7287658452987671
92,person,653,284,683,368,0.6923616528511047
92,car,684,298,766,352,0.6403781771659851
92,car,823,278,895,323,0.5359156727790833
92,car,423,305,562,391,0.5074958801269531
92,person,623,284,657,381,0.4893909990787506
92,car,977,274,1017,303,0.31981006264686584
92,car,902,284,934,312,0.27824845910072327
92,person,619,283,653,383,0.26798391342163086
93,car,111,312,454,430,0.8785277605056763
93,car,1071,280,1126,315,0.7483507394790649
93,car,813,278,884,320,0.6862539052963257
93,person,643,284,672,367,0.6357765793800354
93,car,670,296,757,353,0.628280520439148
93,car,1160,273,1271,384,0.6231528520584106
93,person,613,284,646,384,0.5817106366157532
93,person,573,283,605,390,0.4986013174057007
93,person,597,284,623,386,0.32873237133026123
93,car,966,274,1006,302,0.3040328025817871
94,car,95,312,441,432,0.8815524578094482
94,car,1057,280,1114,316,0.7542292475700378
94,person,1231,270,1279,425,0.7419310212135315
94,person,561,281,592,389,0.7075608372688293
94,car,660,297,744,354,0.6918723583221436
94,car,1148,273,1257,385,0.6493725776672363
94,car,803,279,871,324,0.6165593862533569
94,person,632,285,660,372,0.5452961325645447
94,car,400,306,558,393,0.5078840255737305
94,person,604,283,638,385,0.4477708041667938
94,car,877,283,924,313,0.356375128030777
94,person,632,286,660,370,0.26432549953460693
95,car,80,314,429,433,0.8966554403305054
95,person,1217,258,1279,425,0.7709032893180847
95,car,653,298,740,354,0.686597466468811
95,car,1048,281,1102,316,0.6768807172775269
95,person,552,284,583,386,0.6715605854988098
95,car,384,308,540,387,0.5351558327674866
95,car,791,279,862,324,0.5045368075370789
95,car,1135,277,1246,385,0.40631577372550964
95,person,621,286,650,362,0.3619503974914551
95,car,943,276,983,304,0.34975412487983704
95,car,870,286,903,314,0.34878647327423096
95,car,1134,274,1276,386,0.32438281178474426
95,person,592,287,629,386,0.30638304352760315
96,car,64,314,418,435,0.8735291361808777
96,person,612,286,639,374,0.7192400693893433
96,car,782,280,851,323,0.714263916015625
96,car,1037,281,1089,317,0.6723046898841858
96,person,583,285,616,387,0.6680532693862915
96,person,541,282,572,389,0.6129352450370789
96,car,375,308,527,391,0.5932987332344055
96,person,1204,266,1270,425,0.421149879693985
96,car,1124,273,1279,388,0.4132981300354004
96,car,640,298,730,354,0.4019182622432709
96,car,856,280,907,313,0.3683978319168091
97,car,49,315,405,436,0.9039024710655212
97,car,1024,282,1078,318,0.6948832273483276
97,car,770,282,840,326,0.6924281120300293
97,person,1192,263,1258,425,0.6923706531524658
97,car,357,309,502,395,0.688237190246582
97,car,631,299,716,355,0.6404228210449219
97,car,1111,275,1279,387,0.605563759803772
97,car,845,283,899,314,0.5074241757392883
97,person,601,289,628,354,0.4399411678314209
97,person,600,288,628,367,0.33889833092689514
97,person,520,287,557,391,0.2753811180591583
97,person,530,280,561,390,0.2744196355342865
97,person,572,286,606,381,0.26983627676963806
98,car,41,316,392,437,0.9059245586395264
98,car,348,310,512,396,0.7904197573661804
98,person,590,287,618,374,0.7796321511268616
98,car,623,301,709,356,0.7298954129219055
98,car,1099,273,1279,390,0.7168412804603577
98,person,514,280,550,392,0.6920090317726135
98,car,1015,284,1065,318,0.6513286828994751
98,person,560,288,593,382,0.5281133055686951
98,car,760,282,830,326,0.49923762679100037
98,car,837,287,876,315,0.4191865026950836
98,person,545,287,568,378,0.28836190700531006
98,car,910,276,950,306,0.2879902720451355
99,car,19,317,381,438,0.9226036071777344
99,car,337,310,475,398,0.8772016167640686
99,car,1003,283,1054,319,0.7419451475143433
99,car,1088,273,1277,384,0.7005025744438171
99,car,752,283,819,325,0.6524696350097656
99,person,580,289,608,373,0.5881646275520325
99,person,550,289,586,386,0.5561449527740479
99,car,608,302,702,349,0.5530136823654175
99,person,508,279,544,394,0.45123571157455444
99,car,823,289,860,316,0.35120803117752075
99,person,507,281,542,394,0.31968140602111816
99,car,827,285,872,314,0.28042274713516235
99,car,1088,278,1278,388,0.2521992623806
100,car,10,317,368,440,0.9378571510314941
100,person,1156,264,1218,426,0.8177812695503235
100,car,324,311,492,399,0.7223898768424988
100,car,739,284,808,326,0.685758113861084
100,car,1077,277,1272,385,0.6541106700897217
100,car,991,284,1041,319,0.6523413062095642
100,car,599,302,691,357,0.6370668411254883
100,person,495,277,530,397,0.5708439350128174
100,car,810,285,865,316,0.5374079942703247
100,person,567,290,597,370,0.42368006706237793
101,car,0,317,359,441,0.9124712347984314
101,car,313,311,478,399,0.7608542442321777
101,car,1064,278,1276,388,0.7064835429191589
101,car,803,288,841,317,0.47983676195144653
101,person,453,283,521,434,0.4445549547672272
101,car,731,283,798,328,0.38777458667755127
101,car,590,302,671,357,0.37602856755256653
101,car,1200,281,1277,363,0.3567759394645691
101,person,530,291,565,377,0.3400895893573761
101,person,476,285,519,393,0.33531326055526733
101,car,978,284,1031,320,0.32446691393852234
101,car,811,284,857,315,0.28956836462020874
102,car,0,318,346,442,0.9390279650688171
102,car,301,311,469,400,0.8446671366691589
102,person,1131,262,1196,426,0.8303623795509338
102,person,549,289,578,375,0.7414687275886536
102,person,518,291,554,394,0.7196806073188782
102,car,969,286,1021,320,0.6322458982467651
102,car,1052,280,1264,386,0.5998002886772156
102,car,796,287,843,316,0.3927440643310547
102,car,722,284,788,325,0.37867796421051025
102,person,453,276,520,432,0.3568338453769684
102,person,476,279,524,396,0.3058032989501953
102,car,1185,282,1266,364,0.2757527530193329
102,car,578,304,660,358,0.2636294960975647
103,car,0,319,333,443,0.928187906742096
103,person,1123,265,1182,427,0.8664761781692505
103,car,289,312,462,401,0.862682580947876
103,car,1041,280,1246,386,0.728893518447876
103,car,960,286,1009,321,0.649743378162384
103,person,538,291,565,376,0.5670732259750366
103,person,1252,246,1279,371,0.5223605036735535
103,car,785,288,828,317,0.480193167924881
103,car,570,303,659,356,0.4790283739566803
103,car,710,284,784,327,0.4227978587150574
103,car,1169,279,1253,365,0.30175918340682983
104,car,0,318,323,443,0.9237605929374695
104,car,278,312,446,400,0.8681483268737793
104,car,1032,278,1233,388,0.8069232702255249
104,car,700,285,773,326,0.5961840152740479
104,person,1233,244,1279,371,0.5879887342453003
104,person,454,287,486,389,0.5817879438400269
104,car,558,304,645,359,0.502021849155426
